Row ID,Date,Fills,Latitude,Longitude
255,2014/11/07,0,-37.802,145.042
256,2014/11/08,2,-37.802,145.042
257,2014/11/09,1,-37.802,145.042
258,2014/11/10,0,-37.802,145.042
259,2014/11/11,2,-37.802,145.042
260,2014/11/12,3,-37.802,145.042
261,2014/11/14,3,-37.802,145.042
262,2014/11/15,3,-37.802,145.042
263,2014/11/16,2,-37.802,145.042
264,2014/11/17,1,-37.802,145.042
265,2014/11/18,1,-37.802,145.042
266,2014/11/19,2,-37.802,145.042
267,2014/11/20,3,-37.802,145.042
268,2014/11/21,0,-37.802,145.042
269,2014/11/22,3,-37.802,145.042
270,2014/11/23,0,-37.802,145.042
271,2014/11/24,2,-37.802,145.042
272,2014/11/25,0,-37.802,145.042
273,2014/11/26,0,-37.802,145.042
274,2014/11/27,2,-37.802,145.042
275,2014/11/28,1,-37.802,145.042
276,2014/11/29,3,-37.802,145.042
277,2014/11/30,3,-37.802,145.042
278,2014/12/01,1,-37.802,145.042
279,2014/12/02,3,-37.802,145.042
280,2014/12/03,3,-37.802,145.042
281,2014/12/04,0,-37.802,145.042
282,2014/12/05,0,-37.802,145.042
283,2014/12/06,2,-37.802,145.042
284,2014/12/07,1,-37.802,145.042
285,2014/12/08,0,-37.802,145.042
286,2014/12/09,2,-37.802,145.042
287,2014/12/10,3,-37.802,145.042
288,2014/12/12,3,-37.802,145.042
289,2014/12/13,0,-37.802,145.042
290,2014/12/14,0,-37.802,145.042
291,2014/12/15,1,-37.802,145.042
292,2014/12/16,0,-37.802,145.042
293,2014/12/17,2,-37.802,145.042
294,2014/12/19,0,-37.802,145.042
295,2014/12/20,2,-37.802,145.042
296,2014/12/21,3,-37.802,145.042
297,2014/12/22,3,-37.802,145.042
298,2014/12/23,1,-37.802,145.042
299,2014/12/24,2,-37.802,145.042
300,2014/12/26,2,-37.802,145.042
301,2014/12/27,2,-37.802,145.042
302,2014/12/28,2,-37.802,145.042
303,2014/12/29,0,-37.802,145.042
304,2014/12/30,0,-37.802,145.042
305,2014/12/31,2,-37.802,145.042
306,2015/01/02,3,-37.802,145.042
307,2015/01/03,1,-37.802,145.042
308,2015/01/04,0,-37.802,145.042
309,2015/01/05,3,-37.802,145.042
310,2015/01/06,3,-37.802,145.042
311,2015/01/09,2,-37.802,145.042
312,2015/01/10,1,-37.802,145.042
313,2015/01/12,1,-37.802,145.042
314,2015/01/13,3,-37.802,145.042
315,2015/01/17,0,-37.802,145.042
316,2015/01/19,3,-37.802,145.042
317,2015/01/23,1,-37.802,145.042
318,2015/01/24,1,-37.802,145.042
319,2015/01/26,0,-37.802,145.042
320,2015/01/27,3,-37.802,145.042
321,2015/01/28,2,-37.802,145.042
322,2015/01/30,2,-37.802,145.042
323,2015/01/31,1,-37.802,145.042
324,2015/02/03,1,-37.802,145.042
325,2015/02/06,1,-37.802,145.042
326,2015/02/07,0,-37.802,145.042
327,2015/02/08,3,-37.802,145.042
328,2015/02/09,0,-37.802,145.042
329,2015/02/10,0,-37.802,145.042
330,2015/02/14,0,-37.802,145.042
331,2015/02/15,3,-37.802,145.042
332,2015/02/16,1,-37.802,145.042
333,2015/02/18,3,-37.802,145.042
334,2015/02/20,3,-37.802,145.042
335,2015/02/21,1,-37.802,145.042
336,2015/02/22,3,-37.802,145.042
337,2015/02/23,3,-37.802,145.042
338,2015/02/25,2,-37.802,145.042
339,2015/02/27,1,-37.802,145.042
340,2015/02/28,2,-37.802,145.042
341,2015/03/01,0,-37.802,145.042
342,2015/03/02,1,-37.802,145.042
343,2015/03/05,3,-37.802,145.042
344,2015/03/06,2,-37.802,145.042
345,2015/03/07,3,-37.802,145.042
346,2015/03/08,3,-37.802,145.042
347,2015/03/09,0,-37.802,145.042
348,2015/03/10,3,-37.802,145.042
349,2015/03/12,0,-37.802,145.042
350,2015/03/13,0,-37.802,145.042
351,2015/03/14,0,-37.802,145.042
352,2015/03/15,2,-37.802,145.042
353,2015/03/16,0,-37.802,145.042
354,2015/03/17,3,-37.802,145.042
355,2015/03/19,1,-37.802,145.042
356,2015/03/20,0,-37.802,145.042
357,2015/03/21,2,-37.802,145.042
358,2015/03/22,1,-37.802,145.042
359,2015/03/23,1,-37.802,145.042
360,2015/03/24,0,-37.802,145.042
361,2015/03/26,3,-37.802,145.042
362,2015/03/27,2,-37.802,145.042
363,2015/03/28,3,-37.802,145.042
364,2015/03/29,2,-37.802,145.042
365,2015/03/30,3,-37.802,145.042
366,2015/03/31,3,-37.802,145.042
367,2015/04/02,3,-37.802,145.042
368,2015/04/04,2,-37.802,145.042
369,2015/04/05,1,-37.802,145.042
370,2015/04/06,2,-37.802,145.042
371,2015/04/07,0,-37.802,145.042
372,2015/04/09,2,-37.802,145.042
373,2015/04/10,2,-37.802,145.042
374,2015/04/11,2,-37.802,145.042
375,2015/04/12,1,-37.802,145.042
376,2015/04/13,3,-37.802,145.042
377,2015/04/14,1,-37.802,145.042
378,2015/04/16,2,-37.802,145.042
379,2015/04/17,1,-37.802,145.042
380,2015/04/18,0,-37.802,145.042
381,2015/04/19,3,-37.802,145.042
382,2015/04/20,1,-37.802,145.042
383,2015/04/21,2,-37.802,145.042
384,2015/04/22,0,-37.802,145.042
385,2015/04/24,0,-37.802,145.042
386,2015/04/25,2,-37.802,145.042
387,2015/04/26,1,-37.802,145.042
388,2015/04/27,2,-37.802,145.042
389,2015/04/28,1,-37.802,145.042
390,2015/04/29,2,-37.802,145.042
391,2015/04/30,1,-37.802,145.042
392,2015/05/01,2,-37.802,145.042
393,2015/05/02,3,-37.802,145.042
394,2015/05/03,0,-37.802,145.042
395,2015/05/04,1,-37.802,145.042
396,2015/05/07,2,-37.802,145.042
397,2015/05/08,1,-37.802,145.042
398,2015/05/09,2,-37.802,145.042
399,2015/05/10,0,-37.802,145.042
400,2015/05/11,0,-37.802,145.042
401,2015/05/12,0,-37.802,145.042
402,2015/05/13,0,-37.802,145.042
403,2015/05/14,1,-37.802,145.042
404,2015/05/15,0,-37.802,145.042
405,2015/05/16,0,-37.802,145.042
406,2015/05/17,3,-37.802,145.042
407,2015/05/18,0,-37.802,145.042
408,2015/05/20,1,-37.802,145.042
409,2015/05/21,1,-37.802,145.042
410,2015/05/22,3,-37.802,145.042
411,2015/05/23,0,-37.802,145.042
412,2015/05/24,0,-37.802,145.042
413,2015/05/25,0,-37.802,145.042
414,2015/05/26,3,-37.802,145.042
415,2015/05/28,1,-37.802,145.042
416,2015/05/29,2,-37.802,145.042
417,2015/05/30,3,-37.802,145.042
418,2015/05/31,0,-37.802,145.042
419,2015/06/01,3,-37.802,145.042
420,2015/06/04,3,-37.802,145.042
421,2015/06/05,2,-37.802,145.042
422,2015/06/07,3,-37.802,145.042
423,2015/06/08,1,-37.802,145.042
424,2015/06/09,3,-37.802,145.042
425,2015/06/11,0,-37.802,145.042
426,2015/06/12,0,-37.802,145.042
427,2015/06/13,0,-37.802,145.042
428,2015/06/14,3,-37.802,145.042
429,2015/06/15,1,-37.802,145.042
430,2015/06/16,2,-37.802,145.042
431,2015/06/18,0,-37.802,145.042
432,2015/06/19,3,-37.802,145.042
433,2015/06/20,0,-37.802,145.042
434,2015/06/21,1,-37.802,145.042
435,2015/06/22,3,-37.802,145.042
436,2015/06/23,3,-37.802,145.042
437,2015/06/25,1,-37.802,145.042
438,2015/06/26,3,-37.802,145.042
439,2015/06/28,2,-37.802,145.042
440,2015/06/29,0,-37.802,145.042
441,2015/07/02,3,-37.802,145.042
442,2015/07/03,0,-37.802,145.042
443,2015/07/04,1,-37.802,145.042
444,2015/07/05,0,-37.802,145.042
445,2015/07/06,3,-37.802,145.042
446,2015/07/08,3,-37.802,145.042
447,2015/07/09,2,-37.802,145.042
448,2015/07/10,0,-37.802,145.042
449,2015/07/11,3,-37.802,145.042
450,2015/07/12,1,-37.802,145.042
451,2015/07/13,3,-37.802,145.042
452,2015/07/14,3,-37.802,145.042
453,2015/07/16,0,-37.802,145.042
454,2015/07/17,1,-37.802,145.042
455,2015/07/18,0,-37.802,145.042
456,2015/07/19,1,-37.802,145.042
457,2015/07/20,1,-37.802,145.042
458,2015/07/23,3,-37.802,145.042
459,2015/07/24,2,-37.802,145.042
460,2015/07/25,2,-37.802,145.042
461,2015/07/26,0,-37.802,145.042
462,2015/07/27,0,-37.802,145.042
463,2015/07/30,0,-37.802,145.042
464,2015/07/31,3,-37.802,145.042
465,2015/08/01,3,-37.802,145.042
466,2015/08/02,1,-37.802,145.042
467,2015/08/05,0,-37.802,145.042
468,2015/08/06,1,-37.802,145.042
469,2015/08/07,0,-37.802,145.042
470,2015/08/08,1,-37.802,145.042
471,2015/08/09,1,-37.802,145.042
472,2015/08/10,3,-37.802,145.042
473,2015/08/11,3,-37.802,145.042
474,2015/08/13,0,-37.802,145.042
475,2015/08/15,3,-37.802,145.042
476,2015/08/16,3,-37.802,145.042
477,2015/08/17,0,-37.802,145.042
478,2015/08/21,3,-37.802,145.042
479,2015/08/22,0,-37.802,145.042
480,2015/08/23,0,-37.802,145.042
481,2015/08/24,0,-37.802,145.042
482,2015/08/25,0,-37.802,145.042
483,2015/08/27,0,-37.802,145.042
484,2015/08/28,0,-37.802,145.042
485,2015/08/29,1,-37.802,145.042
486,2015/08/31,3,-37.802,145.042
487,2015/09/01,2,-37.802,145.042
488,2015/09/03,3,-37.802,145.042
489,2015/09/04,2,-37.802,145.042
490,2015/09/05,2,-37.802,145.042
491,2015/09/06,0,-37.802,145.042
492,2015/09/07,0,-37.802,145.042
493,2015/09/08,3,-37.802,145.042
494,2015/09/10,0,-37.802,145.042
495,2015/09/11,0,-37.802,145.042
496,2015/09/12,3,-37.802,145.042
497,2015/09/13,0,-37.802,145.042
498,2015/09/14,2,-37.802,145.042
499,2015/09/15,2,-37.802,145.042
500,2015/09/16,0,-37.802,145.042
501,2015/09/17,1,-37.802,145.042
502,2015/09/18,2,-37.802,145.042
503,2015/09/19,3,-37.802,145.042
504,2015/09/20,1,-37.802,145.042
505,2015/09/21,3,-37.802,145.042
506,2015/09/22,2,-37.802,145.042
507,2015/09/24,1,-37.802,145.042
508,2015/09/25,3,-37.802,145.042
509,2015/09/26,2,-37.802,145.042
510,2015/09/27,3,-37.802,145.042
511,2015/09/28,0,-37.802,145.042
512,2015/10/01,3,-37.802,145.042
513,2015/10/02,1,-37.802,145.042
514,2015/10/03,3,-37.802,145.042
515,2015/10/04,1,-37.802,145.042
516,2015/10/05,1,-37.802,145.042
517,2015/10/08,0,-37.802,145.042
518,2015/10/09,2,-37.802,145.042
519,2015/10/10,2,-37.802,145.042
520,2015/10/11,2,-37.802,145.042
521,2015/10/12,1,-37.802,145.042
522,2015/10/13,1,-37.802,145.042
523,2015/10/15,2,-37.802,145.042
524,2015/10/16,2,-37.802,145.042
525,2015/10/17,2,-37.802,145.042
526,2015/10/18,1,-37.802,145.042
527,2015/10/19,0,-37.802,145.042
528,2015/10/20,2,-37.802,145.042
529,2015/10/22,2,-37.802,145.042
530,2015/10/23,1,-37.802,145.042
531,2015/10/24,2,-37.802,145.042
532,2015/10/25,2,-37.802,145.042
533,2015/10/26,3,-37.802,145.042
534,2015/10/28,1,-37.802,145.042
535,2015/10/29,0,-37.802,145.042
536,2015/10/30,3,-37.802,145.042
537,2015/10/31,0,-37.802,145.042
538,2015/11/01,1,-37.802,145.042
539,2015/11/02,0,-37.802,145.042
540,2015/11/03,0,-37.802,145.042
541,2015/11/05,1,-37.802,145.042
542,2015/11/06,2,-37.802,145.042
543,2015/11/07,0,-37.802,145.042
544,2015/11/08,1,-37.802,145.042
545,2015/11/09,3,-37.802,145.042
546,2015/11/10,2,-37.802,145.042
547,2015/11/11,1,-37.802,145.042
548,2015/11/12,2,-37.802,145.042
549,2015/11/13,0,-37.802,145.042
550,2015/11/14,3,-37.802,145.042
551,2015/11/15,3,-37.802,145.042
552,2015/11/16,3,-37.802,145.042
553,2015/11/17,2,-37.802,145.042
554,2015/11/19,0,-37.802,145.042
555,2015/11/20,1,-37.802,145.042
556,2015/11/21,0,-37.802,145.042
557,2015/11/22,2,-37.802,145.042
558,2015/11/23,2,-37.802,145.042
559,2015/11/24,0,-37.802,145.042
560,2015/11/25,0,-37.802,145.042
561,2015/11/26,0,-37.802,145.042
562,2015/11/27,1,-37.802,145.042
563,2015/11/28,2,-37.802,145.042
564,2015/11/29,2,-37.802,145.042
565,2015/11/30,2,-37.802,145.042
566,2015/12/01,0,-37.802,145.042
567,2015/12/03,2,-37.802,145.042
568,2015/12/04,0,-37.802,145.042
569,2015/12/05,3,-37.802,145.042
570,2015/12/06,0,-37.802,145.042
571,2015/12/07,1,-37.802,145.042
572,2015/12/08,0,-37.802,145.042
573,2015/12/09,1,-37.802,145.042
574,2015/12/10,1,-37.802,145.042
575,2015/12/11,1,-37.802,145.042
576,2015/12/12,3,-37.802,145.042
577,2015/12/13,1,-37.802,145.042
578,2015/12/14,0,-37.802,145.042
579,2015/12/15,3,-37.802,145.042
580,2015/12/16,2,-37.802,145.042
581,2015/12/17,0,-37.802,145.042
582,2015/12/18,1,-37.802,145.042
583,2015/12/19,2,-37.802,145.042
584,2015/12/20,2,-37.802,145.042
585,2015/12/21,0,-37.802,145.042
586,2015/12/22,3,-37.802,145.042
587,2015/12/23,1,-37.802,145.042
588,2015/12/24,3,-37.802,145.042
589,2015/12/25,2,-37.802,145.042
590,2015/12/26,1,-37.802,145.042
591,2015/12/27,0,-37.802,145.042
592,2015/12/28,3,-37.802,145.042
593,2015/12/29,2,-37.802,145.042
594,2015/12/30,3,-37.802,145.042
595,2015/12/31,0,-37.802,145.042
596,2016/01/02,1,-37.802,145.042
597,2016/01/03,2,-37.802,145.042
598,2016/01/04,2,-37.802,145.042
599,2016/01/05,2,-37.802,145.042
600,2016/01/07,2,-37.802,145.042
601,2016/01/08,1,-37.802,145.042
602,2016/01/09,2,-37.802,145.042
603,2016/01/10,0,-37.802,145.042
604,2016/01/11,2,-37.802,145.042
605,2016/01/14,3,-37.802,145.042
606,2016/01/15,1,-37.802,145.042
607,2016/01/16,1,-37.802,145.042
608,2016/01/17,0,-37.802,145.042
609,2016/01/21,3,-37.802,145.042
610,2016/01/22,3,-37.802,145.042
611,2016/01/23,2,-37.802,145.042
612,2016/01/24,0,-37.802,145.042
613,2016/01/25,3,-37.802,145.042
614,2016/01/28,2,-37.802,145.042
615,2016/01/30,2,-37.802,145.042
616,2016/01/31,2,-37.802,145.042
617,2016/02/01,2,-37.802,145.042
618,2016/02/02,1,-37.802,145.042
619,2016/02/03,0,-37.802,145.042
620,2016/02/04,1,-37.802,145.042
621,2016/02/05,1,-37.802,145.042
622,2016/02/06,3,-37.802,145.042
623,2016/02/07,0,-37.802,145.042
624,2016/02/08,1,-37.802,145.042
625,2016/02/09,3,-37.802,145.042
626,2016/02/11,0,-37.802,145.042
627,2016/02/12,0,-37.802,145.042
628,2016/02/13,1,-37.802,145.042
629,2016/02/14,3,-37.802,145.042
630,2016/02/15,1,-37.802,145.042
631,2016/02/16,2,-37.802,145.042
632,2016/02/19,0,-37.802,145.042
633,2016/02/20,1,-37.802,145.042
634,2016/02/21,2,-37.802,145.042
635,2016/02/22,2,-37.802,145.042
636,2016/02/23,3,-37.802,145.042
637,2016/02/25,2,-37.802,145.042
638,2016/02/27,0,-37.802,145.042
639,2016/02/28,2,-37.802,145.042
640,2016/02/29,1,-37.802,145.042
641,2016/03/01,0,-37.802,145.042
642,2016/03/03,1,-37.802,145.042
643,2016/03/04,1,-37.802,145.042
644,2016/03/05,2,-37.802,145.042
645,2016/03/06,1,-37.802,145.042
646,2016/03/07,2,-37.802,145.042
647,2016/03/08,0,-37.802,145.042
648,2016/03/09,1,-37.802,145.042
649,2016/03/10,1,-37.802,145.042
650,2016/03/11,2,-37.802,145.042
651,2016/03/12,3,-37.802,145.042
652,2016/03/13,2,-37.802,145.042
653,2016/03/14,1,-37.802,145.042
654,2016/03/15,0,-37.802,145.042
655,2016/03/17,0,-37.802,145.042
656,2016/03/18,2,-37.802,145.042
657,2016/03/19,2,-37.802,145.042
658,2016/03/20,1,-37.802,145.042
659,2016/03/21,3,-37.802,145.042
660,2016/03/22,0,-37.802,145.042
661,2016/03/24,3,-37.802,145.042
662,2016/03/25,3,-37.802,145.042
663,2016/03/26,1,-37.802,145.042
664,2016/03/27,0,-37.802,145.042
665,2016/03/28,3,-37.802,145.042
666,2016/03/29,1,-37.802,145.042
667,2016/03/30,0,-37.802,145.042
668,2016/03/31,3,-37.802,145.042
669,2016/04/01,3,-37.802,145.042
670,2016/04/02,1,-37.802,145.042
671,2016/04/03,2,-37.802,145.042
672,2016/04/04,2,-37.802,145.042
673,2016/04/05,1,-37.802,145.042
674,2016/04/06,3,-37.802,145.042
675,2016/04/07,1,-37.802,145.042
676,2016/04/08,2,-37.802,145.042
677,2016/04/09,0,-37.802,145.042
678,2016/04/10,2,-37.802,145.042
679,2016/04/12,0,-37.802,145.042
680,2016/04/13,0,-37.802,145.042
681,2016/04/14,3,-37.802,145.042
682,2016/04/15,3,-37.802,145.042
683,2016/04/16,0,-37.802,145.042
684,2016/04/17,2,-37.802,145.042
685,2016/04/18,2,-37.802,145.042
686,2016/04/19,2,-37.802,145.042
687,2016/04/21,3,-37.802,145.042
688,2016/04/22,0,-37.802,145.042
689,2016/04/23,3,-37.802,145.042
690,2016/04/24,2,-37.802,145.042
691,2016/04/25,0,-37.802,145.042
692,2016/04/26,1,-37.802,145.042
693,2016/04/28,2,-37.802,145.042
694,2016/04/30,1,-37.802,145.042
695,2016/05/01,3,-37.802,145.042
696,2016/05/02,1,-37.802,145.042
697,2016/05/03,3,-37.802,145.042
